Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
555.000000	18	-139.295633	47.238838	-53.849910	31.045717	-53.926206	-34.544684	-66.949980	-27.793117	-24.221500	-20.639868	-16.916715	-13.562294	-10.405304	-7.658638	-5.077115	-2.858470	-2.026589	-1.225197	-38.190427	-43.493027	0.240696	-0.651851	-0.794459	-0.950781	-0.615869	-0.317180	0.476071	0.463061	0.586673	0.626243	0.238332	3225.107241	86.116728	49993.289454	2723.993376	-49997.181400	5349.642814	49382.136475	2433.381255	-49384.647344	2559.430351	1981.045677	49992.905035	1218.273369	1817.815306	167.822157	0.679951
556.000000	18	-137.807855	47.222816	-53.804132	31.029695	-53.941465	-34.279593	-66.682943	-27.724517	-24.072237	-20.575440	-16.820170	-13.497765	-10.330533	-7.594366	-5.045153	-2.825632	-2.022430	-1.221046	-37.938002	-43.230314	0.242795	-0.650157	-0.794459	-0.949968	-0.616703	-0.315486	0.476888	0.463894	0.587506	0.627916	0.237502	3232.642656	96.797138	49993.289454	2728.514624	-49997.181400	5326.756221	49382.136475	2405.917343	-49384.647344	2559.430351	1970.496097	49992.905035	1216.766286	1787.299849	164.824392	0.679951
557.000000	18	-136.339915	47.206793	-53.819391	31.013672	-53.941465	-34.080774	-66.446425	-27.484419	-23.901651	-20.446585	-16.734352	-13.454746	-10.287807	-7.562230	-5.034499	-2.809213	-2.009951	-1.208595	-37.534123	-42.888788	0.238596	-0.644229	-0.794459	-0.947529	-0.617536	-0.315486	0.476888	0.463894	0.586673	0.627916	0.238332	3238.670987	104.426002	49993.289454	2734.542956	-49997.181400	5299.292309	49382.136475	2381.504977	-49384.647344	2557.904578	1949.396937	49992.905035	1219.780452	1770.516347	173.817689	0.679951
558.000000	18	-134.812464	47.206793	-53.834651	31.002991	-53.941465	-33.865388	-66.171758	-27.415820	-23.709741	-20.253302	-16.648534	-13.336444	-10.213037	-7.497958	-5.002537	-2.776375	-2.001631	-1.208595	-37.382668	-42.678618	0.242795	-0.640842	-0.792785	-0.937772	-0.615036	-0.315486	0.478522	0.463061	0.588339	0.623733	0.239161	3238.670987	109.003321	49993.289454	2734.542956	-49997.181400	5273.354170	49382.136475	2354.041065	-49384.647344	2556.378805	1925.283611	49992.905035	1212.245037	1744.578208	173.817689	0.679951
559.000000	18	-133.344523	47.190771	-53.819391	31.002991	-53.971984	-33.616865	-65.927610	-27.141422	-23.603125	-20.167399	-16.530534	-13.271916	-10.148948	-7.487246	-4.981229	-2.768166	-1.997472	-1.200294	-37.105001	-42.363363	0.238596	-0.636607	-0.793622	-0.932894	-0.615869	-0.314639	0.477705	0.466393	0.586673	0.627079	0.238332	3244.699318	113.580639	49993.289454	2739.064204	-49997.181400	5247.416031	49382.136475	2337.257564	-49384.647344	2553.327259	1907.198617	49992.905035	1219.780452	1723.217388	178.314337	0.679951
560.000000	18	-131.876583	47.180090	-53.865169	30.997650	-53.941465	-33.384910	-65.683462	-26.935623	-23.432539	-20.038543	-16.444716	-13.175123	-10.116904	-7.422974	-4.938613	-2.759956	-1.984993	-1.196143	-36.978788	-42.126922	0.236496	-0.632373	-0.794459	-0.926390	-0.618369	-0.316333	0.476888	0.464727	0.585840	0.623733	0.238332	3246.206401	113.580639	49993.289454	2745.092536	-49997.181400	5215.374800	49382.136475	2302.164787	-49384.647344	2551.801486	1886.099457	49992.905035	1215.259203	1695.753476	179.813220	0.679951
561.000000	18	-130.468154	47.164068	-53.849910	30.976287	-53.926206	-33.169524	-65.424055	-26.901323	-23.261952	-19.931164	-16.380352	-13.121350	-10.095541	-7.412262	-4.927959	-2.743537	-1.972514	-1.183692	-36.625394	-41.969294	0.238596	-0.625598	-0.793622	-0.917447	-0.615869	-0.314639	0.477705	0.465560	0.586673	0.621223	0.239161	3250.727650	124.261050	49993.289454	2746.599618	-49997.181400	5189.436661	49382.136475	2279.278194	-49384.647344	2554.853032	1865.000297	49992.905035	1212.245037	1674.392655	178.314337	0.679951
562.000000	18	-129.039888	47.169408	-53.834651	30.981628	-53.971984	-32.954137	-65.187536	-26.592626	-23.134013	-19.759357	-16.240898	-13.013803	-10.010089	-7.347990	-4.906651	-2.723014	-1.964194	-1.183692	-36.423454	-41.575225	0.238596	-0.621363	-0.786927	-0.910130	-0.615869	-0.316333	0.477705	0.466393	0.588339	0.625406	0.239990	3256.755981	133.415687	49993.289454	2754.135033	-49997.181400	5168.075841	49382.136475	2250.288509	-49384.647344	2547.224168	1843.901137	49992.905035	1209.230872	1656.083381	181.312103	0.679951
563.000000	18	-127.690970	47.158727	-53.834651	30.965606	-53.941465	-32.705614	-64.951018	-26.352527	-22.942103	-19.673454	-16.133626	-12.949274	-9.935319	-7.337278	-4.885343	-2.727118	-1.955875	-1.187842	-36.221514	-41.391327	0.238596	-0.617976	-0.777722	-0.903626	-0.616703	-0.316333	0.477705	0.468891	0.586673	0.627079	0.237502	3264.291396	131.889914	49993.289454	2755.642116	-49997.181400	5142.137702	49382.136475	2228.927689	-49384.647344	2553.327259	1825.816143	49992.905035	1212.245037	1628.619469	182.810986	0.679951
564.000000	18	-126.302377	47.148045	-53.865169	30.960265	-53.926206	-32.490228	-64.683981	-26.215328	-22.814163	-19.480171	-16.037080	-12.873991	-9.860548	-7.262294	-4.864035	-2.714804	-1.943396	-1.171240	-35.943847	-40.970987	0.238596	-0.613741	-0.769354	-0.894683	-0.616703	-0.316333	0.476888	0.468891	0.587506	0.626243	0.239161	3268.812644	139.518778	49993.289454	2760.163364	-49997.181400	5116.199563	49382.136475	2199.938004	-49384.647344	2550.275713	1804.716983	49992.905035	1207.723789	1605.732876	187.307635	0.679951
565.000000	18	-124.933622	47.121342	-53.849910	30.944243	-53.926206	-32.274841	-64.424574	-26.078129	-22.643577	-19.351315	-15.929808	-12.787953	-9.807141	-7.208735	-4.821419	-2.706595	-1.939236	-1.167090	-35.691422	-40.787088	0.236496	-0.606119	-0.765170	-0.891431	-0.615036	-0.315486	0.478522	0.467226	0.586673	0.625406	0.237502	3277.855141	141.044551	49993.289454	2760.163364	-49997.181400	5094.838743	49382.136475	2180.102957	-49384.647344	2550.275713	1785.124906	49992.905035	1212.245037	1588.949374	193.303166	0.679951
566.000000	18	-123.545030	47.116001	-53.834651	30.944243	-53.910947	-32.042886	-64.188055	-25.940930	-22.472991	-19.243936	-15.822535	-12.712670	-9.743052	-7.208735	-4.810765	-2.690176	-1.935077	-1.154638	-35.565210	-40.471833	0.236496	-0.605272	-0.755965	-0.879236	-0.615036	-0.315486	0.476888	0.467226	0.586673	0.627079	0.239161	3279.362224	147.147643	49993.289454	2761.670447	-49997.181400	5061.271739	49382.136475	2149.587499	-49384.647344	2545.698395	1754.983249	49992.905035	1203.202540	1564.537008	184.309869	0.679951
567.000000	18	-122.156438	47.110660	-53.849910	30.933561	-53.941465	-31.860636	-63.921018	-25.769432	-22.302405	-19.072129	-15.693808	-12.648142	-9.668282	-7.144463	-4.757495	-2.673757	-1.926757	-1.158789	-35.237058	-40.235392	0.236496	-0.600191	-0.749270	-0.871105	-0.605038	-0.314639	0.478522	0.468059	0.586673	0.627079	0.239990	3288.404721	154.776507	49993.289454	2766.191696	-49997.181400	5036.859373	49382.136475	2122.123587	-49384.647344	2545.698395	1742.926586	49992.905035	1207.723789	1544.701960	187.307635	0.679951
568.000000	18	-120.827357	47.105319	-53.849910	30.912198	-53.941465	-31.612113	-63.676870	-25.597933	-22.195788	-18.964750	-15.597263	-12.572859	-9.614874	-7.090903	-4.746841	-2.657338	-1.918438	-1.154638	-34.984633	-39.972679	0.238596	-0.593416	-0.745086	-0.865414	-0.599206	-0.315486	0.477705	0.468891	0.585007	0.627079	0.238332	3292.925970	160.879599	49993.289454	2769.205861	-49997.181400	5007.869688	49382.136475	2097.711221	-49384.647344	2544.172622	1720.320343	49992.905035	1204.709623	1521.815367	193.303166	0.679951
569.000000	18	-119.418928	47.105319	-53.865169	30.906858	-53.941465	-31.396727	-63.440352	-25.392134	-22.003879	-18.814419	-15.500717	-12.465312	-9.540104	-7.048055	-4.704225	-2.636814	-1.901799	-1.138036	-34.732208	-39.683696	0.236496	-0.591722	-0.737555	-0.855658	-0.595874	-0.314639	0.477705	0.467226	0.587506	0.627079	0.238332	3294.433053	168.508463	49993.289454	2773.727110	-49997.181400	4984.983095	49382.136475	2074.824628	-49384.647344	2539.595303	1700.728266	49992.905035	1201.695457	1501.980320	193.303166	0.679951
570.000000	18	-118.089846	47.083956	-53.819391	30.901517	-53.941465	-31.164772	-63.165685	-25.220636	-21.833292	-18.664087	-15.404172	-12.400783	-9.476015	-6.983783	-4.693571	-2.624500	-1.893480	-1.117284	-34.555511	-39.447254	0.234397	-0.585794	-0.730024	-0.849967	-0.590042	-0.313792	0.474437	0.466393	0.587506	0.625406	0.238332	3295.940135	171.560009	49993.289454	2773.727110	-49997.181400	4962.096502	49382.136475	2044.309170	-49384.647344	2539.595303	1676.614940	49992.905035	1194.160043	1476.042181	199.298698	0.679951
571.000000	18	-116.721091	47.067934	-53.865169	30.885495	-53.956725	-30.949386	-62.913907	-25.014837	-21.684030	-18.578184	-15.275445	-12.314746	-9.454652	-6.940935	-4.672263	-2.616290	-1.885160	-1.104832	-34.277844	-39.105728	0.240696	-0.583253	-0.723329	-0.842650	-0.584209	-0.316333	0.478522	0.467226	0.587506	0.627079	0.238332	3298.954301	173.085782	49993.289454	2779.755441	-49997.181400	4936.158363	49382.136475	2019.896804	-49384.647344	2541.121076	1663.051195	49992.905035	1206.216706	1460.784452	199.298698	0.679951
572.000000	18	-115.332499	47.073275	-53.834651	30.885495	-53.956725	-30.733999	-62.685018	-24.877638	-21.556090	-18.470805	-15.157445	-12.228708	-9.358519	-6.908799	-4.650955	-2.599871	-1.876841	-1.104832	-34.025419	-38.869287	0.236496	-0.576478	-0.717471	-0.834520	-0.579211	-0.315486	0.479339	0.468891	0.586673	0.625406	0.239990	3300.461384	177.663100	49993.289454	2784.276690	-49997.181400	4908.694451	49382.136475	1997.010211	-49384.647344	2539.595303	1641.952035	49992.905035	1198.681292	1433.320540	202.296463	0.679951
573.000000	18	-113.924070	47.062593	-53.880428	30.880154	-53.956725	-30.468908	-62.417982	-24.671839	-21.428150	-18.320473	-15.071627	-12.164180	-9.315793	-6.887375	-4.597685	-2.579348	-1.864362	-1.100681	-33.823480	-38.606574	0.236496	-0.571397	-0.710777	-0.826390	-0.575878	-0.316333	0.476071	0.462229	0.587506	0.626243	0.239990	3312.518047	180.714646	49993.289454	2790.305021	-49997.181400	4884.282085	49382.136475	1971.072072	-49384.647344	2535.017985	1620.852875	49992.905035	1200.188375	1411.959720	202.296463	0.679951
574.000000	18	-112.634663	47.046571	-53.849910	30.858791	-53.956725	-30.303226	-62.181463	-24.603240	-21.257564	-18.213094	-14.985809	-12.067387	-9.230341	-6.823103	-4.555068	-2.567034	-1.847723	-1.084079	-33.596297	-38.370133	0.238596	-0.567162	-0.704919	-0.819886	-0.570879	-0.315486	0.476888	0.459730	0.585007	0.625406	0.238332	3323.067627	188.343511	49993.289454	2788.797938	-49997.181400	4856.818173	49382.136475	1948.185479	-49384.647344	2539.595303	1601.260798	49992.905035	1194.160043	1396.701991	206.793112	0.679951
575.000000	18	-111.285745	47.046571	-53.819391	30.853450	-53.926206	-30.087840	-61.914426	-24.294542	-21.086978	-18.062763	-14.846355	-11.981349	-9.166252	-6.801679	-4.565723	-2.550615	-1.826925	-1.079929	-33.293388	-38.212506	0.238596	-0.564622	-0.697388	-0.811755	-0.562547	-0.315486	0.476071	0.452234	0.585007	0.625406	0.240819	3323.067627	194.446602	49993.289454	2793.319187	-49997.181400	4835.457353	49382.136475	1928.350431	-49384.647344	2531.966439	1578.654555	49992.905035	1197.174209	1370.763852	208.291995	0.679951
576.000000	18	-109.956664	47.035890	-53.865169	30.837428	-53.941465	-29.822748	-61.662648	-24.157343	-20.916391	-17.890956	-14.749809	-11.863047	-9.102163	-6.737407	-4.533760	-2.538300	-1.810286	-1.071628	-33.116690	-37.818437	0.236496	-0.560387	-0.689020	-0.801999	-0.555882	-0.316333	0.477705	0.452234	0.585840	0.627079	0.237502	3336.631373	197.498148	49993.289454	2793.319187	-49997.181400	4812.570760	49382.136475	1896.309201	-49384.647344	2535.017985	1556.048312	49992.905035	1194.160043	1343.299940	205.294229	0.679951
577.000000	18	-108.627583	47.019868	-53.865169	30.821406	-53.926206	-29.607362	-61.418500	-24.020144	-20.724482	-17.805052	-14.642537	-11.798519	-9.038074	-6.694559	-4.512452	-2.517777	-1.797807	-1.067477	-32.788538	-37.634538	0.240696	-0.557847	-0.683162	-0.794682	-0.555882	-0.316333	0.478522	0.453067	0.586673	0.626243	0.239161	3342.659704	195.972375	49993.289454	2800.854601	-49997.181400	4783.581075	49382.136475	1873.422608	-49384.647344	2535.017985	1542.484566	49992.905035	1192.652960	1324.990666	206.793112	0.679951
578.000000	18	-107.278665	47.009186	-53.834651	30.816065	-53.910947	-29.408544	-61.166723	-23.780046	-20.575219	-17.654721	-14.545992	-11.723236	-8.973986	-6.640999	-4.469836	-2.501358	-1.789488	-1.063327	-32.561356	-37.319283	0.234397	-0.554459	-0.675630	-0.786552	-0.550050	-0.317180	0.476888	0.444739	0.586673	0.627079	0.238332	3353.209284	212.755877	49993.289454	2803.868767	-49997.181400	4757.642936	49382.136475	1847.484469	-49384.647344	2527.389120	1522.892489	49992.905035	1189.638795	1300.578299	208.291995	0.679951
579.000000	18	-106.009095	47.014527	-53.865169	30.810724	-53.941465	-29.143453	-60.914945	-23.677147	-20.425956	-17.504390	-14.417265	-11.626443	-8.920578	-6.608863	-4.459182	-2.484939	-1.777009	-1.038424	-32.334174	-37.030299	0.236496	-0.548531	-0.670610	-0.781674	-0.543385	-0.315486	0.477705	0.443906	0.582509	0.624570	0.237502	3359.237615	215.807422	49993.289454	2800.854601	-49997.181400	4733.230570	49382.136475	1827.649421	-49384.647344	2533.492212	1504.807495	49992.905035	1198.681292	1279.217479	209.790878	0.679951
580.000000	18	-104.799036	47.003845	-53.819391	30.789361	-53.941465	-28.911498	-60.670797	-23.437048	-20.255370	-17.375535	-14.299265	-11.583425	-8.845808	-6.598151	-4.416566	-2.468520	-1.768690	-1.030123	-32.031264	-36.741316	0.238596	-0.543449	-0.663915	-0.772731	-0.537553	-0.317180	0.477705	0.442240	0.583342	0.625406	0.236673	3368.280113	223.436287	49993.289454	2806.882933	-49997.181400	4708.818204	49382.136475	1804.762828	-49384.647344	2525.863347	1482.201252	49992.905035	1189.638795	1257.856659	211.289760	0.679951
581.000000	18	-103.529466	46.987823	-53.849910	30.784021	-53.956725	-28.679543	-60.411390	-23.162650	-20.106107	-17.203728	-14.181265	-11.465123	-8.792400	-6.555303	-4.384604	-2.439787	-1.756211	-1.030123	-31.753597	-36.531146	0.242795	-0.540062	-0.655547	-0.765414	-0.534220	-0.316333	0.477705	0.433912	0.585840	0.625406	0.238332	3374.308444	224.962060	49993.289454	2806.882933	-49997.181400	4682.880065	49382.136475	1775.773143	-49384.647344	2524.337574	1464.116258	49992.905035	1188.131712	1239.547384	212.788643	0.679951
582.000000	18	-102.259896	46.982482	-53.880428	30.773339	-53.987243	-28.431020	-60.174871	-23.059751	-19.978167	-17.139300	-14.073992	-11.368330	-8.728312	-6.480319	-4.341988	-2.427472	-1.735412	-1.025972	-31.652627	-36.268433	0.242795	-0.535827	-0.653036	-0.759723	-0.531721	-0.317180	0.478522	0.435577	0.583342	0.625406	0.238332	3378.829693	223.436287	49993.289454	2809.897098	-49997.181400	4658.467699	49382.136475	1754.412323	-49384.647344	2522.811802	1441.510015	49992.905035	1188.131712	1219.712337	209.790878	0.679951
583.000000	18	-101.030000	46.961119	-53.834651	30.762658	-53.956725	-28.199066	-59.915464	-22.853953	-19.743611	-16.988969	-13.988174	-11.303802	-8.674904	-6.437471	-4.341988	-2.415158	-1.718774	-1.017671	-31.425445	-36.031992	0.234397	-0.532440	-0.646342	-0.749153	-0.525055	-0.317180	0.477705	0.437243	0.584174	0.624570	0.235015	3381.843858	228.013606	49993.289454	2809.897098	-49997.181400	4634.055332	49382.136475	1729.999957	-49384.647344	2518.234483	1424.932104	49992.905035	1188.131712	1198.351516	215.786409	0.679951
584.000000	18	-99.780267	46.966460	-53.865169	30.751976	-53.956725	-28.000247	-59.671316	-22.648154	-19.636994	-16.795686	-13.827265	-11.185500	-8.600134	-6.373199	-4.288718	-2.394635	-1.714614	-1.005220	-31.147778	-35.690466	0.238596	-0.529052	-0.638810	-0.744275	-0.517557	-0.315486	0.477705	0.428915	0.585007	0.624570	0.236673	3390.886355	237.168243	49993.289454	2812.911264	-49997.181400	4609.642966	49382.136475	1707.113364	-49384.647344	2516.708710	1400.818778	49992.905035	1182.103380	1176.990696	218.784175	0.679951
585.000000	18	-98.490860	46.950438	-53.880428	30.746635	-53.941465	-27.784861	-59.427168	-22.476655	-19.466408	-16.731259	-13.752175	-11.110217	-8.514682	-6.341063	-4.246102	-2.374111	-1.702135	-0.996919	-30.895353	-35.427753	0.240696	-0.525665	-0.633790	-0.739397	-0.514224	-0.317180	0.477705	0.424750	0.585007	0.625406	0.236673	3393.900521	240.219789	49993.289454	2817.432513	-49997.181400	4588.282146	49382.136475	1678.123679	-49384.647344	2518.234483	1382.733784	49992.905035	1182.103380	1152.578330	217.285292	0.679951
586.000000	18	-97.260964	46.934416	-53.849910	30.730613	-53.956725	-27.552906	-59.183020	-22.373756	-19.359792	-16.516500	-13.634175	-11.024179	-8.471956	-6.287503	-4.214140	-2.349482	-1.693815	-0.992768	-30.718656	-35.243855	0.238596	-0.522277	-0.627095	-0.732893	-0.509225	-0.316333	0.480156	0.425583	0.584174	0.624570	0.235844	3404.450101	243.271334	49993.289454	2820.446678	-49997.181400	4563.869780	49382.136475	1662.865950	-49384.647344	2519.760256	1366.155872	49992.905035	1185.117546	1129.691737	212.788643	0.679951
587.000000	18	-95.951720	46.934416	-53.865169	30.725272	-53.926206	-27.320951	-58.915983	-22.099358	-19.189205	-16.387645	-13.505448	-10.927386	-8.439912	-6.266079	-4.203486	-2.333063	-1.681336	-0.980316	-30.491474	-34.902328	0.238596	-0.517196	-0.620400	-0.726389	-0.502560	-0.317180	0.477705	0.418920	0.585007	0.623733	0.236673	3407.464267	252.425972	49993.289454	2820.446678	-49997.181400	4537.931641	49382.136475	1638.453584	-49384.647344	2516.708710	1343.549629	49992.905035	1179.089215	1112.908235	224.779706	0.679951
588.000000	18	-94.741661	46.929075	-53.865169	30.714591	-53.941465	-27.122133	-58.679464	-21.996459	-18.997296	-16.280265	-13.387448	-10.873613	-8.375823	-6.191095	-4.160870	-2.316644	-1.664698	-0.967865	-30.112837	-34.639616	0.242795	-0.515502	-0.614543	-0.719072	-0.495895	-0.318027	0.479339	0.417255	0.586673	0.624570	0.235015	3410.478432	252.425972	49993.289454	2824.967927	-49997.181400	4513.519275	49382.136475	1612.515445	-49384.647344	2516.708710	1322.450469	49992.905035	1180.596298	1086.970096	218.784175	0.679951
589.000000	18	-93.511765	46.907712	-53.865169	30.703909	-53.956725	-26.857042	-58.435316	-21.756360	-18.805386	-16.151410	-13.312357	-10.755311	-8.279689	-6.137535	-4.150216	-2.308435	-1.664698	-0.955413	-29.986624	-34.298090	0.238596	-0.509574	-0.607011	-0.711755	-0.491729	-0.315486	0.476888	0.418920	0.582509	0.624570	0.237502	3414.999681	261.580609	49993.289454	2824.967927	-49997.181400	4486.055363	49382.136475	1588.103079	-49384.647344	2509.079846	1298.337144	49992.905035	1180.596298	1065.609276	224.779706	0.679951
590.000000	18	-92.222358	46.907712	-53.849910	30.693228	-53.941465	-26.591951	-58.175909	-21.550562	-18.677447	-16.022555	-13.205085	-10.680028	-8.215601	-6.073263	-4.118254	-2.308435	-1.668857	-0.938811	-29.708957	-34.009106	0.242795	-0.504493	-0.600317	-0.704438	-0.489230	-0.316333	0.476071	0.410592	0.585007	0.623733	0.235844	3428.563427	260.054836	49993.289454	2829.489175	-49997.181400	4460.117224	49382.136475	1563.690713	-49384.647344	2513.657164	1289.294647	49992.905035	1177.582132	1048.825774	227.777472	0.679951
591.000000	18	-90.992462	46.891690	-53.849910	30.682546	-53.956725	-26.409701	-57.908872	-21.413363	-18.528184	-15.915175	-13.108539	-10.615499	-8.130149	-6.041127	-4.096946	-2.279702	-1.639740	-0.938811	-29.481775	-33.798936	0.238596	-0.501952	-0.591949	-0.698747	-0.480898	-0.315486	0.476071	0.408093	0.582509	0.623733	0.236673	3430.070510	269.209473	49993.289454	2832.503341	-49997.181400	4441.807949	49382.136475	1533.175255	-49384.647344	2510.605619	1266.688404	49992.905035	1171.553800	1025.939181	233.773003	0.679951
592.000000	18	-89.762566	46.881008	-53.865169	30.661184	-53.941465	-26.227450	-57.657094	-21.207564	-18.357597	-15.721893	-12.979812	-10.518707	-8.066060	-6.019703	-4.064984	-2.279702	-1.635580	-0.934661	-29.128380	-33.562495	0.238596	-0.496024	-0.581070	-0.689804	-0.476732	-0.307864	0.475254	0.413090	0.585007	0.624570	0.235015	3440.620090	269.209473	49993.289454	2834.010424	-49997.181400	4411.292492	49382.136475	1514.865981	-49384.647344	2510.605619	1248.603409	49992.905035	1170.046718	1003.052588	232.274120	0.679951
593.000000	18	-88.572344	46.891690	-53.865169	30.661184	-53.956725	-25.978928	-57.390057	-21.070365	-18.187011	-15.614513	-12.840358	-10.443424	-7.991290	-5.976855	-4.033022	-2.234550	-1.602303	-0.913908	-28.926440	-33.299782	0.238596	-0.491789	-0.575212	-0.682486	-0.473400	-0.307017	0.475254	0.402263	0.575846	0.622897	0.236673	3452.676752	275.312565	49993.289454	2837.024590	-49997.181400	4392.983217	49382.136475	1493.505160	-49384.647344	2510.605619	1229.011332	49992.905035	1176.075049	987.794859	229.276355	0.679951
594.000000	18	-87.362285	46.859645	-53.880428	30.639821	-53.941465	-25.763541	-57.199316	-20.864567	-18.037748	-15.485658	-12.765267	-10.335877	-7.959245	-5.923295	-3.990406	-2.218131	-1.585664	-0.918059	-28.573046	-33.037070	0.240696	-0.489249	-0.570191	-0.677608	-0.469234	-0.299395	0.475254	0.401431	0.575846	0.622060	0.234186	3454.183835	287.518748	49993.289454	2838.531673	-49997.181400	4370.096624	49382.136475	1467.567021	-49384.647344	2506.028300	1207.912172	49992.905035	1170.046718	963.382493	235.271886	0.679951
595.000000	18	-86.152226	46.870327	-53.880428	30.639821	-53.926206	-25.548155	-56.917020	-20.727368	-17.888485	-15.378279	-12.690176	-10.271348	-7.884475	-5.880447	-4.001060	-2.209921	-1.573185	-0.909758	-28.371106	-32.748086	0.238596	-0.485014	-0.563497	-0.667039	-0.462569	-0.298548	0.477705	0.403096	0.576679	0.622060	0.235844	3470.761747	295.147612	49993.289454	2847.574170	-49997.181400	4344.158485	49382.136475	1444.680428	-49384.647344	2498.399436	1194.348427	49992.905035	1171.553800	940.495900	233.773003	0.679951
596.000000	18	-84.981841	46.864986	-53.910947	30.618458	-53.941465	-25.283063	-56.657613	-20.521569	-17.675252	-15.184996	-12.572177	-10.196065	-7.809704	-5.859023	-3.958444	-2.197607	-1.548227	-0.897306	-28.068196	-32.459102	0.242795	-0.482473	-0.555129	-0.662974	-0.457570	-0.296854	0.476071	0.392269	0.574180	0.621223	0.235844	3467.747581	292.096067	49993.289454	2844.560004	-49997.181400	4321.271892	49382.136475	1421.793835	-49384.647344	2504.502527	1168.728018	49992.905035	1173.060883	916.083533	236.770769	0.679951
597.000000	18	-83.751946	46.848964	-53.880428	30.613117	-53.910947	-25.100813	-56.428724	-20.384370	-17.568636	-15.099092	-12.454177	-10.088518	-7.777660	-5.805463	-3.958444	-2.181188	-1.539908	-0.897306	-27.790529	-32.170118	0.240696	-0.477392	-0.550108	-0.654844	-0.452571	-0.290926	0.475254	0.390603	0.564186	0.621223	0.235844	3472.268830	304.302250	49993.289454	2838.531673	-49997.181400	4289.230661	49382.136475	1394.329923	-49384.647344	2499.925208	1150.643024	49992.905035	1173.060883	900.825805	239.768535	0.679951
598.000000	18	-82.522050	46.854305	-53.895688	30.613117	-53.910947	-24.885427	-56.169317	-20.212872	-17.376726	-14.970237	-12.368359	-10.002480	-7.713571	-5.773327	-3.905174	-2.152455	-1.539908	-0.897306	-27.588590	-31.933677	0.238596	-0.473158	-0.541740	-0.646714	-0.450071	-0.288385	0.476888	0.389771	0.564186	0.624570	0.236673	3478.297161	304.302250	49993.289454	2846.067087	-49997.181400	4270.921387	49382.136475	1376.020648	-49384.647344	2501.450981	1135.572195	49992.905035	1170.046718	880.990757	239.768535	0.679951
599.000000	18	-81.371502	46.822260	-53.926206	30.586413	-53.971984	-24.653472	-55.925169	-20.007073	-17.291433	-14.841382	-12.250359	-9.916442	-7.649482	-5.730479	-3.851904	-2.144245	-1.527429	-0.905607	-27.336165	-31.723507	0.240696	-0.468076	-0.535882	-0.641836	-0.444239	-0.283304	0.475254	0.381442	0.563353	0.622897	0.236673	3479.804244	313.456887	49993.289454	2847.574170	-49997.181400	4249.560566	49382.136475	1350.082509	-49384.647344	2498.399436	1114.473035	49992.905035	1165.525469	864.207255	239.768535	0.679951
600.000000	18	-80.181280	46.816919	-53.926206	30.575732	-53.956725	-24.404949	-55.665761	-19.904174	-17.163494	-14.669575	-12.121632	-9.819650	-7.574712	-5.698343	-3.830596	-2.136036	-1.527429	-0.889005	-27.058498	-31.408252	0.238596	-0.464689	-0.530024	-0.630454	-0.437574	-0.283304	0.474437	0.381442	0.565852	0.622897	0.237502	3488.846741	318.034206	49993.289454	2846.067087	-49997.181400	4229.725519	49382.136475	1328.721689	-49384.647344	2496.873663	1096.388041	49992.905035	1167.032552	841.320662	245.764066	0.679951
